id,title,content,contents,content_length
Anatomy_Gray_10,Anatomy_Gray,"Superficial and deep can also be used in a more absolute fashion to define two major regions of the body. The superficial region of the body is external to the outer layer of deep fascia. Deep structures are enclosed by this layer. Structures in the superficial region of the body include the skin, superficial fascia, and mammary glands. Deep structures include most skeletal muscles and viscera. Superficial wounds are external to the outer layer of deep fascia, whereas deep wounds penetrate through it. In 1895 Wilhelm Roentgen used the X-rays from a cathode ray tube to expose a photographic plate and produce the first radiographic exposure of his wife’s hand. Over the past 35 years there has been a revolution in body imaging, which has been paralleled by developments in computer technology.","Anatomy_Gray. Superficial and deep can also be used in a more absolute fashion to define two major regions of the body. The superficial region of the body is external to the outer layer of deep fascia. Deep structures are enclosed by this layer. Structures in the superficial region of the body include the skin, superficial fascia, and mammary glands. Deep structures include most skeletal muscles and viscera. Superficial wounds are external to the outer layer of deep fascia, whereas deep wounds penetrate through it. In 1895 Wilhelm Roentgen used the X-rays from a cathode ray tube to expose a photographic plate and produce the first radiographic exposure of his wife’s hand. Over the past 35 years there has been a revolution in body imaging, which has been paralleled by developments in computer technology.",800
Anatomy_Gray_11,Anatomy_Gray,"X-rays are photons (a type of electromagnetic radiation) and are generated from a complex X-ray tube, which is a type of cathode ray tube (Fig. 1.2). The X-rays are then collimated (i.e., directed through lead-lined shutters to stop them from fanning out) to the appropriate area of the body. As the X-rays pass through the body they are attenuated (reduced in energy) by the tissues. Those X-rays that pass through the tissues interact with the photographic film. In the body: air attenuates X-rays a little; fat attenuates X-rays more than air but less than bone attenuates X-rays the most. These differences in attenuation result in differences in the level of exposure of the film. When the photographic film is developed, bone appears white on the film because this region of the film has been exposed to the least amount of X-rays. Air appears dark on the film because these regions were exposed to the greatest number of X-rays.","Anatomy_Gray. X-rays are photons (a type of electromagnetic radiation) and are generated from a complex X-ray tube, which is a type of cathode ray tube (Fig. 1.2). The X-rays are then collimated (i.e., directed through lead-lined shutters to stop them from fanning out) to the appropriate area of the body. As the X-rays pass through the body they are attenuated (reduced in energy) by the tissues. Those X-rays that pass through the tissues interact with the photographic film. In the body: air attenuates X-rays a little; fat attenuates X-rays more than air but less than bone attenuates X-rays the most. These differences in attenuation result in differences in the level of exposure of the film. When the photographic film is developed, bone appears white on the film because this region of the film has been exposed to the least amount of X-rays. Air appears dark on the film because these regions were exposed to the greatest number of X-rays.",935
Anatomy_Gray_12,Anatomy_Gray,"Modifications to this X-ray technique allow a continuous stream of X-rays to be produced from the X-ray tube and collected on an input screen to allow real-time visualization of moving anatomical structures, barium studies, angiography, and fluoroscopy (Fig. 1.3).","Anatomy_Gray. Modifications to this X-ray technique allow a continuous stream of X-rays to be produced from the X-ray tube and collected on an input screen to allow real-time visualization of moving anatomical structures, barium studies, angiography, and fluoroscopy (Fig. 1.3).",264
Anatomy_Gray_13,Anatomy_Gray,"To demonstrate specific structures, such as bowel loops or arteries, it may be necessary to fill these structures with a substance that attenuates X-rays more than bowel loops or arteries do normally. It is, however, extremely important that these substances are nontoxic. Barium sulfate, an insoluble salt, is a nontoxic, relatively high-density agent that is extremely useful in the examination of the gastrointestinal tract. When a barium sulfate suspension is ingested it attenuates X-rays and can therefore be used to demonstrate the bowel lumen (Fig. 1.4). It is common to add air to the barium sulfate suspension, by either ingesting “fizzy” granules or directly instilling air into the body cavity, as in a barium enema. This is known as a double-contrast (air/barium) study.","Anatomy_Gray. To demonstrate specific structures, such as bowel loops or arteries, it may be necessary to fill these structures with a substance that attenuates X-rays more than bowel loops or arteries do normally. It is, however, extremely important that these substances are nontoxic. Barium sulfate, an insoluble salt, is a nontoxic, relatively high-density agent that is extremely useful in the examination of the gastrointestinal tract. When a barium sulfate suspension is ingested it attenuates X-rays and can therefore be used to demonstrate the bowel lumen (Fig. 1.4). It is common to add air to the barium sulfate suspension, by either ingesting “fizzy” granules or directly instilling air into the body cavity, as in a barium enema. This is known as a double-contrast (air/barium) study.",783
Anatomy_Gray_14,Anatomy_Gray,"For some patients it is necessary to inject contrast agents directly into arteries or veins. In this case, iodine-based molecules are suitable contrast agents. Iodine is chosen because it has a relatively high atomic mass and so markedly attenuates X-rays, but also, importantly, it is naturally excreted via the urinary system. Intra-arterial and intravenous contrast agents are extremely safe and are well tolerated by most patients. Rarely, some patients have an anaphylactic reaction to intra-arterial or intravenous injections, so the necessary precautions must be taken. Intra-arterial and intravenous contrast agents not only help in visualizing the arteries and veins but because they are excreted by the urinary system, can also be used to visualize the kidneys, ureter, and bladder in a process known as intravenous urography.","Anatomy_Gray. For some patients it is necessary to inject contrast agents directly into arteries or veins. In this case, iodine-based molecules are suitable contrast agents. Iodine is chosen because it has a relatively high atomic mass and so markedly attenuates X-rays, but also, importantly, it is naturally excreted via the urinary system. Intra-arterial and intravenous contrast agents are extremely safe and are well tolerated by most patients. Rarely, some patients have an anaphylactic reaction to intra-arterial or intravenous injections, so the necessary precautions must be taken. Intra-arterial and intravenous contrast agents not only help in visualizing the arteries and veins but because they are excreted by the urinary system, can also be used to visualize the kidneys, ureter, and bladder in a process known as intravenous urography.",836
Anatomy_Gray_15,Anatomy_Gray,"During angiography it is often difficult to appreciate the contrast agent in the vessels through the overlying bony structures. To circumvent this, the technique of subtraction angiography has been developed. Simply, one or two images are obtained before the injection of contrast media. These images are inverted (such that a negative is created from the positive image). After injection of the contrast media into the vessels, a further series of images are obtained, demonstrating the passage of the contrast through the arteries into the veins and around the circulation. By adding the “negative precontrast image” to the positive postcontrast images, the bones and soft tissues are subtracted to produce a solitary image of contrast only. Before the advent of digital imaging this was a challenge, but now the use of computers has made this technique relatively straightforward and instantaneous (Fig. 1.5). Ultrasonography of the body is widely used for all aspects of medicine.","Anatomy_Gray. During angiography it is often difficult to appreciate the contrast agent in the vessels through the overlying bony structures. To circumvent this, the technique of subtraction angiography has been developed. Simply, one or two images are obtained before the injection of contrast media. These images are inverted (such that a negative is created from the positive image). After injection of the contrast media into the vessels, a further series of images are obtained, demonstrating the passage of the contrast through the arteries into the veins and around the circulation. By adding the “negative precontrast image” to the positive postcontrast images, the bones and soft tissues are subtracted to produce a solitary image of contrast only. Before the advent of digital imaging this was a challenge, but now the use of computers has made this technique relatively straightforward and instantaneous (Fig. 1.5). Ultrasonography of the body is widely used for all aspects of medicine.",984
Anatomy_Gray_16,Anatomy_Gray,"Ultrasonography of the body is widely used for all aspects of medicine. Ultrasound is a very high frequency sound wave (not electromagnetic radiation) generated by piezoelectric materials, such that a series of sound waves is produced. Importantly, the piezoelectric material can also receive the sound waves that bounce back from the internal organs. The sound waves are then interpreted by a powerful computer, and a real-time image is produced on the display panel. Developments in ultrasound technology, including the size of the probes and the frequency range, mean that a broad range of areas can now be scanned.","Anatomy_Gray. Ultrasonography of the body is widely used for all aspects of medicine. Ultrasound is a very high frequency sound wave (not electromagnetic radiation) generated by piezoelectric materials, such that a series of sound waves is produced. Importantly, the piezoelectric material can also receive the sound waves that bounce back from the internal organs. The sound waves are then interpreted by a powerful computer, and a real-time image is produced on the display panel. Developments in ultrasound technology, including the size of the probes and the frequency range, mean that a broad range of areas can now be scanned.",618
Anatomy_Gray_17,Anatomy_Gray,"Developments in ultrasound technology, including the size of the probes and the frequency range, mean that a broad range of areas can now be scanned. Traditionally ultrasound is used for assessing the abdomen (Fig. 1.6) and the fetus in pregnant women. Ultrasound is also widely used to assess the eyes, neck, soft tissues, and peripheral musculoskeletal system. Probes have been placed on endoscopes, and endoluminal ultrasound of the esophagus, stomach, and duodenum is now routine. Endocavity ultrasound is carried out most commonly to assess the genital tract in women using a transvaginal or transrectal route. In men, transrectal ultrasound is the imaging method of choice to assess the prostate in those with suspected prostate hypertrophy or malignancy.","Anatomy_Gray. Developments in ultrasound technology, including the size of the probes and the frequency range, mean that a broad range of areas can now be scanned. Traditionally ultrasound is used for assessing the abdomen (Fig. 1.6) and the fetus in pregnant women. Ultrasound is also widely used to assess the eyes, neck, soft tissues, and peripheral musculoskeletal system. Probes have been placed on endoscopes, and endoluminal ultrasound of the esophagus, stomach, and duodenum is now routine. Endocavity ultrasound is carried out most commonly to assess the genital tract in women using a transvaginal or transrectal route. In men, transrectal ultrasound is the imaging method of choice to assess the prostate in those with suspected prostate hypertrophy or malignancy.",761
Anatomy_Gray_18,Anatomy_Gray,"Doppler ultrasound enables determination of flow, its direction, and its velocity within a vessel using simple ultrasound techniques. Sound waves bounce off moving structures and are returned. The degree of frequency shift determines whether the object is moving away from or toward the probe and the speed at which it is traveling. Precise measurements of blood flow and blood velocity can therefore be obtained, which in turn can indicate sites of blockage in blood vessels. Computed tomography (CT) was invented in the 1970s by Sir Godfrey Hounsfield, who was awarded the Nobel Prize in Medicine in 1979. Since this inspired invention there have been many generations of CT scanners.","Anatomy_Gray. Doppler ultrasound enables determination of flow, its direction, and its velocity within a vessel using simple ultrasound techniques. Sound waves bounce off moving structures and are returned. The degree of frequency shift determines whether the object is moving away from or toward the probe and the speed at which it is traveling. Precise measurements of blood flow and blood velocity can therefore be obtained, which in turn can indicate sites of blockage in blood vessels. Computed tomography (CT) was invented in the 1970s by Sir Godfrey Hounsfield, who was awarded the Nobel Prize in Medicine in 1979. Since this inspired invention there have been many generations of CT scanners.",686
Anatomy_Gray_19,Anatomy_Gray,"A CT scanner obtains a series of images of the body (slices) in the axial plane. The patient lies on a bed, an X-ray tube passes around the body (Fig. 1.7), and a series of images are obtained. A computer carries out a complex mathematical transformation on the multitude of images to produce the final image (Fig. 1.8).","Anatomy_Gray. A CT scanner obtains a series of images of the body (slices) in the axial plane. The patient lies on a bed, an X-ray tube passes around the body (Fig. 1.7), and a series of images are obtained. A computer carries out a complex mathematical transformation on the multitude of images to produce the final image (Fig. 1.8).",320
Anatomy_Gray_20,Anatomy_Gray,"Nuclear magnetic resonance imaging was first described in 1946 and used to determine the structure of complex molecules. The process of magnetic resonance imaging (MRI) is dependent on the free protons in the hydrogen nuclei in molecules of water (H2O). Because water is present in almost all biological tissues, the hydrogen proton is ideal. The protons within a patient’s hydrogen nuclei can be regarded as small bar magnets, which are randomly oriented in space. The patient is placed in a strong magnetic field, which aligns the bar magnets. When a pulse of radio waves is passed through the patient the magnets are deflected, and as they return to their aligned position they emit small radio pulses. The strength and frequency of the emitted pulses and the time it takes for the protons to return to their pre-excited state produce a signal. These signals are analyzed by a powerful computer, and an image is created (Fig. 1.9).","Anatomy_Gray. Nuclear magnetic resonance imaging was first described in 1946 and used to determine the structure of complex molecules. The process of magnetic resonance imaging (MRI) is dependent on the free protons in the hydrogen nuclei in molecules of water (H2O). Because water is present in almost all biological tissues, the hydrogen proton is ideal. The protons within a patient’s hydrogen nuclei can be regarded as small bar magnets, which are randomly oriented in space. The patient is placed in a strong magnetic field, which aligns the bar magnets. When a pulse of radio waves is passed through the patient the magnets are deflected, and as they return to their aligned position they emit small radio pulses. The strength and frequency of the emitted pulses and the time it takes for the protons to return to their pre-excited state produce a signal. These signals are analyzed by a powerful computer, and an image is created (Fig. 1.9).",934
Anatomy_Gray_21,Anatomy_Gray,"By altering the sequence of pulses to which the protons are subjected, different properties of the protons can be assessed. These properties are referred to as the “weighting” of the scan. By altering the pulse sequence and the scanning parameters, T1-weighted images (Fig. 1.10A) and T2-weighted images (Fig. 1.10B) can be obtained. These two types of imaging sequences provide differences in image contrast, which accentuate and optimize different tissue characteristics. From the clinical point of view: Most T1-weighted images show dark fluid and bright fat—for example, within the brain the cerebrospinal fluid (CSF) is dark. T2-weighted images demonstrate a bright signal from fluid and an intermediate signal from fat—for example, in the brain the CSF appears white. MRI can also be used to assess flow within vessels and to produce complex angiograms of the peripheral and cerebral circulation.","Anatomy_Gray. By altering the sequence of pulses to which the protons are subjected, different properties of the protons can be assessed. These properties are referred to as the “weighting” of the scan. By altering the pulse sequence and the scanning parameters, T1-weighted images (Fig. 1.10A) and T2-weighted images (Fig. 1.10B) can be obtained. These two types of imaging sequences provide differences in image contrast, which accentuate and optimize different tissue characteristics. From the clinical point of view: Most T1-weighted images show dark fluid and bright fat—for example, within the brain the cerebrospinal fluid (CSF) is dark. T2-weighted images demonstrate a bright signal from fluid and an intermediate signal from fat—for example, in the brain the CSF appears white. MRI can also be used to assess flow within vessels and to produce complex angiograms of the peripheral and cerebral circulation.",902
Anatomy_Gray_22,Anatomy_Gray,"MRI can also be used to assess flow within vessels and to produce complex angiograms of the peripheral and cerebral circulation. Diffusion-weighted imaging provides information on the degree of Brownian motion of water molecules in various tissues. There is relatively free diffusion in extracellular spaces and more restricted diffusion in intracellular spaces. In tumors and infarcted tissue, there is an increase in intracellular fluid water molecules compared with the extracellular fluid environment resulting in overall increased restricted diffusion, and therefore identification of abnormal from normal tissue. Nuclear medicine involves imaging using gamma rays, which are another type of electromagnetic radiation. The important difference between gamma rays and X-rays is that gamma rays are produced from within the nucleus of an atom when an unstable nucleus decays, whereas X-rays are produced by bombarding an atom with electrons.","Anatomy_Gray. MRI can also be used to assess flow within vessels and to produce complex angiograms of the peripheral and cerebral circulation. Diffusion-weighted imaging provides information on the degree of Brownian motion of water molecules in various tissues. There is relatively free diffusion in extracellular spaces and more restricted diffusion in intracellular spaces. In tumors and infarcted tissue, there is an increase in intracellular fluid water molecules compared with the extracellular fluid environment resulting in overall increased restricted diffusion, and therefore identification of abnormal from normal tissue. Nuclear medicine involves imaging using gamma rays, which are another type of electromagnetic radiation. The important difference between gamma rays and X-rays is that gamma rays are produced from within the nucleus of an atom when an unstable nucleus decays, whereas X-rays are produced by bombarding an atom with electrons.",944
Anatomy_Gray_23,Anatomy_Gray,"X-rays is that gamma rays are produced from within the nucleus of an atom when an unstable nucleus decays, whereas X-rays are produced by bombarding an atom with electrons. For an area to be visualized, the patient must receive a gamma ray emitter, which must have a number of properties to be useful, including: a reasonable half-life (e.g., 6 to 24 hours), an easily measurable gamma ray, and energy deposition in as low a dose as possible in the patient’s tissues.","Anatomy_Gray. X-rays is that gamma rays are produced from within the nucleus of an atom when an unstable nucleus decays, whereas X-rays are produced by bombarding an atom with electrons. For an area to be visualized, the patient must receive a gamma ray emitter, which must have a number of properties to be useful, including: a reasonable half-life (e.g., 6 to 24 hours), an easily measurable gamma ray, and energy deposition in as low a dose as possible in the patient’s tissues.",467
Anatomy_Gray_24,Anatomy_Gray,"The most commonly used radionuclide (radioisotope) is technetium-99m. This may be injected as a technetium salt or combined with other complex molecules. For example, by combining technetium-99m with methylene diphosphonate (MDP), a radiopharmaceutical is produced. When injected into the body this radiopharmaceutical specifically binds to bone, allowing assessment of the skeleton. Similarly, combining technetium-99m with other compounds permits assessment of other parts of the body, for example the urinary tract and cerebral blood flow. Depending on how the radiopharmaceutical is absorbed, distributed, metabolized, and excreted by the body after injection, images are obtained using a gamma camera (Fig. 1.11).","Anatomy_Gray. The most commonly used radionuclide (radioisotope) is technetium-99m. This may be injected as a technetium salt or combined with other complex molecules. For example, by combining technetium-99m with methylene diphosphonate (MDP), a radiopharmaceutical is produced. When injected into the body this radiopharmaceutical specifically binds to bone, allowing assessment of the skeleton. Similarly, combining technetium-99m with other compounds permits assessment of other parts of the body, for example the urinary tract and cerebral blood flow. Depending on how the radiopharmaceutical is absorbed, distributed, metabolized, and excreted by the body after injection, images are obtained using a gamma camera (Fig. 1.11).",718
Anatomy_Gray_25,Anatomy_Gray,"Depending on how the radiopharmaceutical is absorbed, distributed, metabolized, and excreted by the body after injection, images are obtained using a gamma camera (Fig. 1.11). Positron emission tomography (PET) is an imaging modality for detecting positron-emitting radionuclides. A positron is an anti-electron, which is a positively charged particle of antimatter. Positrons are emitted from the decay of proton-rich radionuclides. Most of these radionuclides are made in a cyclotron and have extremely short half-lives. The most commonly used PET radionuclide is fluorodeoxyglucose (FDG) labeled with fluorine-18 (a positron emitter). Tissues that are actively metabolizing glucose take up this compound, and the resulting localized high concentration of this molecule compared to background emission is detected as a “hot spot.” PET has become an important imaging modality in the detection of cancer and the assessment of its treatment and recurrence.","Anatomy_Gray. Depending on how the radiopharmaceutical is absorbed, distributed, metabolized, and excreted by the body after injection, images are obtained using a gamma camera (Fig. 1.11). Positron emission tomography (PET) is an imaging modality for detecting positron-emitting radionuclides. A positron is an anti-electron, which is a positively charged particle of antimatter. Positrons are emitted from the decay of proton-rich radionuclides. Most of these radionuclides are made in a cyclotron and have extremely short half-lives. The most commonly used PET radionuclide is fluorodeoxyglucose (FDG) labeled with fluorine-18 (a positron emitter). Tissues that are actively metabolizing glucose take up this compound, and the resulting localized high concentration of this molecule compared to background emission is detected as a “hot spot.” PET has become an important imaging modality in the detection of cancer and the assessment of its treatment and recurrence.",956
